x
-1 1
1 0.267 0.603996
2 0.147818 0.742935
3 0.2 0.296999
4 -0.096442 0.017273
5 0.015525 0.458206
6 0.037424 0.186026
7 0.2 0.297999
8 -0.0985 0.033069
9 0.00701 0.459085
10 0.046458 0.185276
11 0.2 0.292
12 -0.087281 0.002413
13 0.021865 0.437122
14 0.024803 0.185302
15 0.2 0.292
16 -0.087682 0.002444
17 0.022415 0.43855
18 0.025427 0.185498
19 0.367999 0.764993
20 0.254747 0.640742
21 0.2 0.345999
22 -0.109969 0.000836
23 0.089921 0.504397
24 0.091931 0.209126
25 0.2 0.343999
26 -0.09816800000000001 0.012196
27 0.065724 0.487778
28 0.093013 0.222459
29 0.2 0.335999
30 -0.056276 -0.030154
31 0.116329 0.381225
32 0.048785 0.272668
33 0.2 0.334999
34 -0.050539 -0.025362
35 0.111054 0.382833
36 0.053894 0.27818
37 0.22 0.9819909999999999
38 0.186109 0.711619
39 0.2 0.431998
40 -0.071774 -0.020903
41 0.083953 0.544137
42 0.042611 0.354612
43 0.2 0.432998
44 -0.074808 0.047287
45 0.014558 0.55033
46 0.09557300000000001 0.352686
47 0.2 0.427998
48 -0.057627 -0.019764
49 0.072896 0.5403790000000001
50 0.036562 0.384797
51 0.2 0.428998
52 -0.057447 -0.021199
53 0.07477300000000001 0.5406069999999999
54 0.0357 0.385636
55 0.273 0.933991
56 0.246132 0.702209
57 0.2 0.411998
58 -0.110939 -0.034743
59 0.158197 0.593795
60 0.06721000000000001 0.296315
61 0.2 0.409998
62 -0.094709 0.034355
63 0.049378 0.573842
64 0.12899 0.317864
65 0.2 0.403998
66 -0.043666 -0.02964
67 0.134756 0.485872
68 0.054415 0.404298
69 0.2 0.403998
70 -0.044917 -0.033341
71 0.138988 0.499203
72 0.055018 0.402696
